	Client ID	Receiving Income (Entry)	Income Source (Entry)	Monthly Amount (Entry)	Income Start Date (Entry)	Income End Date (Entry)	Provider (140-provider)_x	ReceivingIncome (Exit)	Source of Income (Exit)	Monthly Amount (Exit)	Income Start Date (Exit)	Income End Date (Exit)	Provider (140-provider)_y
1702	220296	No	Alimony or Other Spousal Support (HUD)		9/5/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		9/5/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1703	96440	No	Alimony or Other Spousal Support (HUD)		9/6/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		9/6/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1704	445476	No	Alimony or Other Spousal Support (HUD)		9/10/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		9/10/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1705	491343	No	Alimony or Other Spousal Support (HUD)		9/10/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		9/10/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1706	489242	No	Alimony or Other Spousal Support (HUD)		9/4/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		9/4/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1707	361388	No	Alimony or Other Spousal Support (HUD)		9/4/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		9/4/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1708	491574	No	Alimony or Other Spousal Support (HUD)		9/10/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		9/10/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1709	172045	No	Alimony or Other Spousal Support (HUD)		9/13/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		9/13/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1710	491501	No	Alimony or Other Spousal Support (HUD)		9/4/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		9/4/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1711	405977	No	Alimony or Other Spousal Support (HUD)		9/12/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		9/12/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1712	491530	No	Alimony or Other Spousal Support (HUD)		9/4/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		9/4/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1713	492055	No	Alimony or Other Spousal Support (HUD)		9/20/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		9/20/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1714	492054	No	Alimony or Other Spousal Support (HUD)		9/20/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		9/20/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1715	205664	No	Alimony or Other Spousal Support (HUD)		9/20/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		9/20/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1716	296817	No	Alimony or Other Spousal Support (HUD)		9/20/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		9/20/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1717	492213	No	Alimony or Other Spousal Support (HUD)		9/17/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		9/17/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1718	492384	No	Alimony or Other Spousal Support (HUD)		9/4/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		9/4/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1719	485403	No	Alimony or Other Spousal Support (HUD)		7/20/2018		Urban Ministries of Durham - Durham County - Families Emergency Shelter - Private(5837)	No	Alimony or Other Spousal Support (HUD)		7/20/2018		Urban Ministries of Durham - Durham County - Families Emergency Shelter - Private(5837)
1720	492595	No	Alimony or Other Spousal Support (HUD)		9/21/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		9/21/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1721	217790	No	Alimony or Other Spousal Support (HUD)		9/24/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		9/24/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1722	492690	No	Alimony or Other Spousal Support (HUD)		9/17/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		9/17/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1723	492861	No	Alimony or Other Spousal Support (HUD)		9/22/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		9/22/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1724	353470	No	Alimony or Other Spousal Support (HUD)		10/3/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		10/3/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1725	488936	No	Alimony or Other Spousal Support (HUD)		10/3/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		10/3/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1726	349449	No	Alimony or Other Spousal Support (HUD)		10/3/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		10/3/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1727	493023	No	Alimony or Other Spousal Support (HUD)		10/7/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		10/7/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1728	275228	No	Alimony or Other Spousal Support (HUD)		10/3/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		10/3/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1729	493476	No	Alimony or Other Spousal Support (HUD)		10/8/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		10/8/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1730	493475	No	Alimony or Other Spousal Support (HUD)		10/8/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		10/8/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1731	493474	No	Alimony or Other Spousal Support (HUD)		10/8/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		10/8/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1732	379111	No	Alimony or Other Spousal Support (HUD)		10/8/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		10/8/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1733	166240	No	Alimony or Other Spousal Support (HUD)		10/10/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		10/10/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1734	426926	No	Alimony or Other Spousal Support (HUD)		10/14/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		10/14/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1735	493799	No	Alimony or Other Spousal Support (HUD)		10/8/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		10/8/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1736	494064	No	Alimony or Other Spousal Support (HUD)		10/15/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		10/15/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1737	204290	No	Alimony or Other Spousal Support (HUD)		12/23/2014		Urban Ministries of Durham - Durham County(1562)	No	Alimony or Other Spousal Support (HUD)		12/23/2014		Urban Ministries of Durham - Durham County(1562)
1738	493723	No	Alimony or Other Spousal Support (HUD)		10/10/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		10/10/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1739	494261	No	Alimony or Other Spousal Support (HUD)		10/17/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		10/17/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1740	178760	No	Alimony or Other Spousal Support (HUD)		10/17/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		10/17/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1741	494262	No	Alimony or Other Spousal Support (HUD)		10/17/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		10/17/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1742	494120	No	Alimony or Other Spousal Support (HUD)		10/19/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		10/19/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1743	407616	No	Alimony or Other Spousal Support (HUD)		10/23/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		10/23/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1744	490020	No	Alimony or Other Spousal Support (HUD)		10/22/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		10/22/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1745	495022	No	Alimony or Other Spousal Support (HUD)		10/24/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		10/24/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1746	459271	No	Alimony or Other Spousal Support (HUD)		9/19/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		9/19/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1747	495392	No	Alimony or Other Spousal Support (HUD)		10/29/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		10/29/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1748	495985	No	Alimony or Other Spousal Support (HUD)		11/1/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		11/1/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1749	173608	No	Alimony or Other Spousal Support (HUD)		11/3/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		11/3/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1750	496402	No	Alimony or Other Spousal Support (HUD)		11/7/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		11/7/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1751	497056	No	Alimony or Other Spousal Support (HUD)		11/15/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		11/15/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1752	497406	No	Alimony or Other Spousal Support (HUD)		11/26/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		11/26/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1753	204770	No	Alimony or Other Spousal Support (HUD)		11/28/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		11/28/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
